0,23,-1792
84,11,19211300
0,10,19211300
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
31,11,19211310
0,10,19211310
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
93,20,-47,-31,-86
0,21,0,0,1
0,23,-1824
53,110,2
31,11,19211330
0,10,19211330
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
101,11,19211340
0,10,19211340
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10C,700
27,20,-49,-28,-88
0,21,0,0,0
0,23,-1808
80,11,19211360
0,10,19211360
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
107,11,19211380
0,10,19211380
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
22,20,-49,-30,-94
0,21,0,0,0
0,23,-1824
94,11,19211400
0,10,19211400
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
32,11,19211410
0,10,19211410
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,20,-50,-30,-91
0,21,0,0,0
0,23,-1824
53,10E,10
32,11,19211430
0,10,19211430
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
107,11,19211440
0,10,19211440
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10C,700
38,20,-48,-29,-87
0,21,0,0,0
0,23,-1840
61,11,19211460
0,10,19211460
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10D,0
113,11,19211480
0,10,19211480
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
29,20,-47,-31,-90
0,21,0,0,0
0,23,-1792
80,11,19211500
0,10,19211500
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
36,11,19211510
0,10,19211510
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
96,20,-50,-29,-93
0,21,0,0,0
0,23,-1840
52,10C,700
35,11,19211530
0,10,19211530
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
119,10D,0
26,20,-46,-30,-87
0,21,0,0,0
0,23,-1840
145,11,19211560
0,10,19211560
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
21,20,-47,-29,-85
0,21,0,0,0
0,23,-1808
87,11,19211580
0,10,19211580
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
107,11,19211600
0,10,19211600
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10B,24
22,20,-50,-30,-93
0,21,0,0,0
0,23,-1824
92,11,19211620
0,10,19211620
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
93,10C,712
105,11,19211640
0,10,19211640
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10D,0
27,20,-47,-30,-89
0,21,0,0,0
0,23,-1808
80,11,19211660
0,10,19211660
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
108,11,19211680
0,10,19211680
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
17,20,-50,-29,-93
0,21,0,0,0
0,23,-1808
94,11,19211700
0,10,19211700
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,110,2
29,11,19211710
0,10,19211710
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
96,20,-50,-30,-90
0,21,0,0,0
0,23,-1840
54,10C,700
36,11,19211730
0,10,19211730
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
101,11,19211740
0,10,19211740
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
27,20,-46,-29,-86
0,21,0,0,0
0,23,-1808
77,11,19211760
0,10,19211760
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
106,11,19211780
0,10,19211780
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
17,20,-48,-28,-87
0,21,0,0,0
0,23,-1840
126,11,19211800
0,10,19211800
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10E,10
32,20,-47,-30,-87
0,21,0,0,0
0,23,-1808
139,11,19211830
0,10,19211830
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10C,712
27,20,-50,-29,-92
0,21,0,0,0
0,23,-1808
79,11,19211850
0,10,19211850
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
108,11,19211870
0,10,19211870
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
22,20,-51,-28,-94
0,21,0,0,0
0,23,-1824
90,11,19211890
0,10,19211890
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
0,24,144
122,11,19211910
0,10,19211910
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10C,700
35,20,-49,-30,-87
0,21,0,0,0
0,23,-1824
61,11,19211930
0,10,19211930
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10D,0
109,11,19211950
0,10,19211950
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
22,20,-49,-29,-91
0,21,0,0,0
0,23,-1824
87,11,19211970
0,10,19211970
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
110,11,19211990
0,10,19211990
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,10B,24
14,20,-46,-31,-88
0,21,0,0,0
0,23,-1808
101,11,19212010
0,10,19212010
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10C,712
100,11,19212030
0,10,19212030
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10D,0
35,20,-49,-29,-91
0,21,0,0,0
0,23,-1824
72,11,19212050
0,10,19212050
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,104,2
102,11,19212070
0,10,19212070
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
18,20,-48,-31,-89
0,21,0,0,0
0,23,-1824
97,11,19212090
0,10,19212090
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,110,2
118,11,19212110
0,10,19212110
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10C,712
27,20,-49,-33,-95
0,21,0,0,0
0,23,-1808
68,11,19212130
0,10,19212130
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
104,11,19212150
0,10,19212150
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
29,20,-50,-29,-92
0,21,0,0,0
0,23,-1792
84,11,19212170
0,10,19212170
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
108,11,19212190
0,10,19212190
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10E,10
15,20,-47,-28,-86
0,21,0,0,1
0,23,-1808
101,11,19212210
0,10,19212210
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10C,725
101,11,19212230
0,10,19212230
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10D,0
26,20,-46,-28,-85
0,21,0,0,0
0,23,-1808
80,11,19212250
0,10,19212250
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
110,11,19212270
0,10,19212270
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
18,20,-50,-29,-93
0,21,0,0,0
0,23,-1808
94,11,19212290
0,10,19212290
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,105,82
109,11,19212310
0,10,19212310
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
95,10C,700
26,20,-48,-32,-94
0,21,0,0,0
0,23,-1808
80,11,19212330
0,10,19212330
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10D,0
109,11,19212350
0,10,19212350
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
30,20,-47,-31,-87
0,21,0,0,0
0,23,-1808
75,11,19212370
0,10,19212370
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
108,11,19212390
0,10,19212390
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10B,24
14,20,-47,-29,-87
0,21,0,0,0
0,23,-1824
99,11,19212410
0,10,19212410
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,10C,712
103,11,19212430
0,10,19212430
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
95,10D,0
27,20,-48,-31,-86
0,21,0,0,0
0,23,-1824
79,11,19212450
0,10,19212450
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
112,11,19212470
0,10,19212470
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
17,20,-48,-30,-94
0,21,0,0,0
0,23,-1808
92,11,19212490
0,10,19212490
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,110,2
107,11,19212510
0,10,19212510
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10C,712
26,20,-46,-29,-86
0,21,0,0,0
0,23,-1840
84,11,19212530
0,10,19212530
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10D,0
113,11,19212550
0,10,19212550
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
21,20,-50,-29,-95
0,21,0,0,0
0,23,-1808
87,11,19212570
0,10,19212570
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
108,11,19212590
0,10,19212590
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10E,10
14,20,-53,-31,-78
0,21,0,0,1
0,23,-1792
99,11,19212610
0,10,19212610
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10C,712
107,11,19212630
0,10,19212630
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
95,10D,0
26,20,-48,-30,-86
0,21,0,0,0
0,23,-1824
84,11,19212650
0,10,19212650
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
108,11,19212670
0,10,19212670
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
17,20,-49,-30,-92
0,21,0,0,0
0,23,-1824
87,11,19212690
0,10,19212690
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10C,712
115,11,19212710
0,10,19212710
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10D,0
36,20,-50,-31,-94
0,21,0,0,1
0,23,-1808
76,11,19212730
0,10,19212730
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
107,11,19212750
0,10,19212750
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
17,20,-50,-29,-92
0,21,0,0,0
0,23,-1824
91,11,19212770
0,10,19212770
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10B,24
110,11,19212790
0,10,19212790
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10C,712
27,20,-48,-31,-93
0,21,0,0,0
0,23,-1808
97,11,19212810
0,10,19212810
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
90,11,19212830
0,10,19212830
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,104,2
33,20,-48,-29,-90
0,21,0,0,0
0,23,-1808
79,11,19212850
0,10,19212850
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
108,11,19212870
0,10,19212870
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,110,2
13,20,-50,-29,-93
0,21,0,0,0
0,23,-1792
98,11,19212890
0,10,19212890
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10C,725
108,11,19212910
0,10,19212910
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
27,20,-49,-30,-92
0,21,0,0,0
0,23,-1792
84,11,19212930
0,10,19212930
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
93,104,2
105,11,19212950
0,10,19212950
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
17,20,-46,-31,-86
0,21,0,0,0
0,23,-1808
88,11,19212970
0,10,19212970
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10E,10
24,11,19212980
0,10,19212980
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
93,20,-48,-29,-87
0,21,0,0,0
0,23,-1824
52,10C,712
44,11,19213000
0,10,19213000
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
101,11,19213010
0,10,19213010
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
95,10D,0
37,20,-48,-28,-89
0,21,0,0,0
0,23,-1808
66,11,19213030
0,10,19213030
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
115,11,19213050
0,10,19213050
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
25,20,-51,-28,-92
0,21,0,0,0
0,23,-1824
79,11,19213070
0,10,19213070
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,10C,712
110,11,19213090
0,10,19213090
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
28,20,-47,-30,-86
0,21,0,0,0
0,23,-1792
80,11,19213110
0,10,19213110
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
93,104,2
108,11,19213130
0,10,19213130
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
16,20,-51,-28,-94
0,21,0,0,0
0,23,-1824
94,11,19213150
0,10,19213150
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10B,24
109,11,19213170
0,10,19213170
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10C,725
34,20,-50,-30,-91
0,21,0,0,0
0,23,-1840
77,11,19213190
0,10,19213190
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10D,0
108,11,19213210
0,10,19213210
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
21,20,-49,-29,-88
0,21,0,0,0
0,23,-1792
91,11,19213230
0,10,19213230
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
106,11,19213250
0,10,19213250
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
94,110,2
13,20,-48,-29,-87
0,21,0,0,0
0,23,-1792
94,11,19213270
0,10,19213270
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10C,725
109,11,19213290
0,10,19213290
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
35,20,-47,-29,-85
0,21,0,0,0
0,23,-1792
73,11,19213310
0,10,19213310
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
110,11,19213330
0,10,19213330
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,111,0
17,20,-47,-31,-87
0,21,0,0,0
0,23,-1792
93,11,19213350
0,10,19213350
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10E,10
110,11,19213370
0,10,19213370
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,10C,712
27,20,-46,-29,-87
0,21,0,0,1
0,23,-1824
76,11,19213390
0,10,19213390
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
116,11,19213410
0,10,19213410
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
29,20,-49,-29,-89
0,21,0,0,0
0,23,-1808
76,11,19213430
0,10,19213430
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
0,24,144
112,11,19213450
0,10,19213450
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,20,-50,-28,-90
0,21,0,0,0
0,23,-1792
53,10C,725
54,11,19213470
0,10,19213470
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
106,10D,0
26,20,-49,-30,-92
0,21,0,0,0
0,23,-1808
50,11,19213480
0,10,19213480
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
104,104,2
113,11,19213510
0,10,19213510
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,111,0
17,20,-48,-29,-91
0,21,0,0,0
0,23,-1824
90,11,19213530
0,10,19213530
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10B,24
109,11,19213550
0,10,19213550
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10C,712
26,20,-50,-32,-92
0,21,0,0,0
0,23,-1808
87,11,19213570
0,10,19213570
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
107,11,19213590
0,10,19213590
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,104,2
22,20,-47,-30,-85
0,21,0,0,0
0,23,-1776
90,11,19213610
0,10,19213610
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,111,0
109,11,19213630
0,10,19213630
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,110,2
21,20,-51,-28,-92
0,21,0,0,0
0,23,-1808
87,11,19213650
0,10,19213650
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,10C,712
106,11,19213670
0,10,19213670
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
27,20,-49,-30,-92
0,21,0,0,1
0,23,-1792
87,11,19213690
0,10,19213690
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
90,104,2
107,11,19213710
0,10,19213710
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
92,111,0
16,20,-48,-31,-89
0,21,0,0,0
0,23,-1808
91,11,19213730
0,10,19213730
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10E,10
110,11,19213750
0,10,19213750
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10C,725
34,20,-48,-28,-85
0,21,0,0,1
0,23,-1808
76,11,19213770
0,10,19213770
0,A,3841033
0,B,-10526471
0,C,1739
0,D,0
91,10D,0
107,11,19213790
0,10,19213790
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,104,2
22,20,-49,-28,-93
0,21,0,0,0
0,23,-1776
90,11,19213810
0,10,19213810
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,111,0
108,11,19213830
0,10,19213830
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
93,105,83
26,20,-47,-31,-88
0,21,0,0,0
0,23,-1808
79,11,19213850
0,10,19213850
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10C,712
112,11,19213870
0,10,19213870
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10D,0
35,20,-48,-31,-87
0,21,0,0,0
0,23,-1840
76,11,19213890
0,10,19213890
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,104,2
106,11,19213910
0,10,19213910
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,111,0
18,20,-46,-32,-86
0,21,0,0,0
0,23,-1808
91,11,19213930
0,10,19213930
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
93,10B,24
109,11,19213950
0,10,19213950
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,10C,725
26,20,-47,-28,-85
0,21,0,0,0
0,23,-1840
84,11,19213970
0,10,19213970
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10D,0
110,11,19213990
0,10,19213990
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,104,2
21,20,-49,-29,-91
0,21,0,0,0
0,23,-1792
91,11,19214010
0,10,19214010
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,111,0
108,11,19214030
0,10,19214030
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
94,110,2
24,20,-50,-30,-94
0,21,0,0,0
0,23,-1808
83,11,19214050
0,10,19214050
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10C,725
104,11,19214070
0,10,19214070
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10D,0
27,20,-47,-29,-86
0,21,0,0,0
0,23,-1792
87,11,19214090
0,10,19214090
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,104,2
109,11,19214110
0,10,19214110
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,111,0
18,20,-51,-27,-92
0,21,0,0,0
0,23,-1808
94,11,19214130
0,10,19214130
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
93,10E,10
103,11,19214150
0,10,19214150
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,10C,725
26,20,-49,-30,-92
0,21,0,0,0
0,23,-1792
87,11,19214170
0,10,19214170
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10D,0
108,11,19214190
0,10,19214190
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,104,2
22,20,-46,-31,-89
0,21,0,0,0
0,23,-1824
84,11,19214210
0,10,19214210
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,111,0
114,11,19214230
0,10,19214230
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10C,737
41,20,-49,-30,-92
0,21,0,0,0
0,23,-1792
68,11,19214250
0,10,19214250
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10D,0
108,11,19214270
0,10,19214270
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,104,2
21,20,-47,-31,-88
0,21,0,0,0
0,23,-1840
83,11,19214290
0,10,19214290
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,111,0
115,11,19214310
0,10,19214310
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,10B,24
23,20,-50,-31,-91
0,21,0,0,0
0,23,-1824
87,11,19214330
0,10,19214330
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
93,10C,725
99,11,19214350
0,10,19214350
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,10D,0
26,20,-50,-29,-91
0,21,0,0,0
0,23,-1808
87,11,19214370
0,10,19214370
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,104,2
107,11,19214390
0,10,19214390
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,111,0
16,20,-48,-29,-87
0,21,0,0,0
0,23,-1808
99,11,19214410
0,10,19214410
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
90,110,2
107,11,19214430
0,10,19214430
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,20,-48,-31,-90
0,21,0,0,0
0,23,-1824
109,11,19214450
0,10,19214450
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
111,11,19214460
0,10,19214460
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,20,-48,-28,-88
0,21,0,0,0
0,23,-1808
94,11,19214480
0,10,19214480
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
101,11,19214490
0,10,19214490
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
102,11,19214500
0,10,19214500
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,20,-48,-29,-87
0,21,0,0,0
0,23,-1792
109,11,19214520
0,10,19214520
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
110,11,19214530
0,10,19214530
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,20,-49,-30,-92
0,21,0,0,0
0,23,-1808
94,11,19214550
0,10,19214550
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
102,11,19214560
0,10,19214560
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
98,11,19214570
0,10,19214570
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,20,-47,-30,-87
0,21,0,0,0
0,23,-1792
109,11,19214590
0,10,19214590
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
101,11,19214600
0,10,19214600
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
93,20,-50,-28,-90
0,21,0,0,0
0,23,-1824
105,11,19214620
0,10,19214620
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
107,11,19214630
0,10,19214630
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,20,-49,-30,-91
0,21,0,0,0
0,23,-1808
105,11,19214650
0,10,19214650
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
298,11,19214680
0,10,19214680
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10D,0
38,20,-47,-31,-87
0,21,0,0,1
0,23,-1808
69,11,19214700
0,10,19214700
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,104,6
110,11,19214720
0,10,19214720
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
94,111,20
19,20,-45,-29,-93
0,21,-1,0,0
0,23,-1824
88,11,19214740
0,10,19214740
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
91,10E,17
24,11,19214750
0,10,19214750
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,20,-47,-25,-89
0,21,0,0,1
0,23,-1808
53,10C,2412
39,11,19214770
0,10,19214770
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
104,11,19214780
0,10,19214780
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
92,10D,0
26,20,-43,-19,-76
0,21,3,0,0
0,23,-1792
80,11,19214800
0,10,19214800
0,A,3841033
0,B,-10526470
0,C,1739
0,D,0
94,104,28
107,11,19214820
0,10,19214820
